,imgurl,Player,Pos,GP,P,G1,G2,A,Sh,ShP,SOG,TO,CT,GB,FO,FOP,Sv,SvP,Jersey,Rank,Team
32,/static/media/whipsnakes_ic.960b263c.png,John Haus,M,8,13,7,1,4,31,26%,15,3,3,8,0-0,-,-,-,26,32,WHIPSNAKES
33,/static/media/chaos_ic.a2debffb.png,Deemer Class,M,10,13,10,0,3,32,31%,18,8,1,3,0-0,-,-,-,10,33,CHAOS
34,/static/media/whipsnakes_ic.960b263c.png,Ben Reeves,A,8,13,6,0,7,26,23%,17,7,0,9,0-0,-,-,-,2,34,WHIPSNAKES
35,/static/media/archers_ic.d2d97f6c.png,Ben McIntosh,M,10,13,11,0,2,44,25%,27,7,0,7,0-0,-,-,-,90,35,ARCHERS
36,/static/media/whipsnakes_ic.960b263c.png,Joseph Nardella,FO,10,12,6,0,6,15,40%,9,8,4,72,128-234,55%,-,-,91,36,WHIPSNAKES
37,/static/media/redwoods_ic.7b9794c3.png,Clarke Petterson,A,7,12,9,0,3,22,41%,12,5,1,7,0-0,-,-,-,45,37,REDWOODS
38,/static/media/archers_ic.d2d97f6c.png,Christian Cuccinello,A,8,12,8,0,4,28,29%,17,7,0,10,0-0,-,-,-,30,38,ARCHERS
39,/static/media/redwoods_ic.7b9794c3.png,Brent Adams,M,10,11,10,0,1,35,29%,20,11,1,11,0-0,-,-,-,8,39,REDWOODS
40,/static/media/redwoods_ic.7b9794c3.png,Sergio Perkovic,M,10,10,9,0,1,43,21%,21,6,1,4,0-0,-,-,-,16,40,REDWOODS
41,/static/media/archers_ic.d2d97f6c.png,Ryan Ambler,M,9,10,3,0,7,14,21%,6,6,0,5,0-0,-,-,-,13,41,ARCHERS
42,/static/media/chaos_ic.a2debffb.png,Eric Scott,M,9,10,7,0,3,22,32%,12,7,1,6,0-0,-,-,-,4,42,CHAOS
43,/static/media/chaos_ic.a2debffb.png,Jarrod Neumann,D,10,10,0,5,0,14,36%,7,7,5,15,0-0,-,-,-,88,43,CHAOS
44,/static/media/chaos_ic.a2debffb.png,Kevin Buchanan,M,9,9,8,0,1,23,35%,13,1,2,5,0-0,-,-,-,27,44,CHAOS
45,/static/media/archers_ic.d2d97f6c.png,Joey Sankey,A,6,9,4,0,5,29,14%,19,6,1,8,0-0,-,-,-,34,45,ARCHERS
46,/static/media/whipsnakes_ic.960b263c.png,Drew Snider,M,10,9,6,0,3,30,20%,20,3,5,12,0-0,-,-,-,23,46,WHIPSNAKES
47,/static/media/atlas_ic.3a51a780.png,Kyle Hartzell,D,10,8,2,0,6,14,14%,7,7,6,16,1-2,50%,-,-,81,47,ATLAS
48,/static/media/atlas_ic.3a51a780.png,John Crawley,M,7,8,5,0,3,17,29%,10,3,1,2,0-0,-,-,-,14,48,ATLAS
49,/static/media/archers_ic.d2d97f6c.png,Dan Eipp,M,9,8,5,0,3,19,26%,12,4,1,3,0-0,-,-,-,3,49,ARCHERS
50,/static/media/chaos_ic.a2debffb.png,Troy Reh,LSM,9,7,3,1,2,10,40%,6,6,4,14,0-14,-,-,-,77,50,CHAOS
51,/static/media/atlas_ic.3a51a780.png,Trevor Baptiste,FO,10,7,2,1,3,15,20%,4,10,3,73,164-261,63%,-,-,9,51,ATLAS
52,/static/media/archers_ic.d2d97f6c.png,Stephen Kelly,FO,10,7,3,0,4,8,38%,7,5,0,56,92-193,48%,-,-,10,52,ARCHERS
53,/static/media/chrome_ic.0f37d38c.png,Max Tuttle,M,9,7,5,0,2,33,15%,15,5,5,12,0-2,-,-,-,21,53,CHROME
54,/static/media/archers_ic.d2d97f6c.png,Kevin Rice,A,6,7,3,0,4,27,11%,17,7,0,4,0-0,-,-,-,22,54,ARCHERS
55,/static/media/chrome_ic.0f37d38c.png,Simon Mathias,A,6,7,6,0,1,26,23%,16,5,0,5,0-0,-,-,-,45,55,CHROME
56,/static/media/whipsnakes_ic.960b263c.png,Jake Bernhardt,M,9,7,5,0,2,20,25%,13,6,3,7,0-1,-,-,-,83,56,WHIPSNAKES
57,/static/media/chaos_ic.a2debffb.png,Matt Rees,LSM,7,6,2,2,0,10,40%,4,3,3,6,0-0,-,-,-,44,57,CHAOS
58,/static/media/atlas_ic.3a51a780.png,Cade Van Raaphorst,D,9,6,1,2,1,9,33%,4,2,8,17,0-0,-,-,-,77,58,ATLAS
59,/static/media/chrome_ic.0f37d38c.png,Romar Dennis,M,10,6,3,1,1,24,17%,8,4,2,7,0-0,-,-,-,1,59,CHROME
60,/static/media/atlas_ic.3a51a780.png,Kevin Unterstein,M,10,5,3,0,2,8,38%,3,3,3,23,0-0,-,-,-,13,60,ATLAS
61,/static/media/whipsnakes_ic.960b263c.png,Joe LoCascio,M,8,5,3,0,2,23,13%,9,4,0,2,0-0,-,-,-,5,61,WHIPSNAKES
62,/static/media/whipsnakes_ic.960b263c.png,Jay Carlson,A,4,5,3,0,2,12,25%,8,1,0,5,0-0,-,-,-,32,62,WHIPSNAKES
63,/static/media/chaos_ic.a2debffb.png,Mark Glicini,M,10,5,2,0,3,7,29%,4,4,6,18,0-0,-,-,-,16,63,CHAOS
64,/static/media/whipsnakes_ic.960b263c.png,Bryce Young,D,10,5,2,0,3,6,33%,3,6,12,34,0-0,-,-,-,6,64,WHIPSNAKES
65,/static/media/chrome_ic.0f37d38c.png,Will Haus,M,10,4,4,0,0,11,36%,8,4,4,17,0-0,-,-,-,6,65,CHROME
66,/static/media/redwoods_ic.7b9794c3.png,Wes Berg,A,5,4,4,0,0,8,50%,7,3,0,4,0-0,-,-,-,55,66,REDWOODS
67,/static/media/chaos_ic.a2debffb.png,Kyle McClancy,M,10,4,1,0,3,4,25%,3,2,4,14,0-0,-,-,-,40,67,CHAOS
68,/static/media/whipsnakes_ic.960b263c.png,Jeremy Sieverts,M,4,4,3,0,1,10,30%,5,2,0,0,0-0,-,-,-,14,68,WHIPSNAKES
69,/static/media/chaos_ic.a2debffb.png,Dhane Smith,M,5,4,2,0,2,8,25%,6,2,0,0,0-0,-,-,-,92,69,CHAOS
70,/static/media/archers_ic.d2d97f6c.png,Scott Ratliff,D,10,4,2,0,2,15,13%,6,8,13,29,1-7,14%,-,-,2,70,ARCHERS
71,/static/media/atlas_ic.3a51a780.png,Noah Richard,LSM,9,4,2,1,0,3,100%,3,0,4,23,2-8,25%,-,-,25,71,ATLAS
72,/static/media/chrome_ic.0f37d38c.png,Ty Thompson,A,4,3,2,0,1,5,40%,4,1,0,1,0-0,-,-,-,91,72,CHROME
73,/static/media/redwoods_ic.7b9794c3.png,Patrick Harbeson,SSDM,10,3,3,0,0,9,33%,6,5,4,21,0-4,-,-,-,40,73,REDWOODS
74,/static/media/chaos_ic.a2debffb.png,Mike Bocklet,A,2,3,1,0,2,4,25%,2,1,1,1,0-0,-,-,-,7,74,CHAOS
75,/static/media/redwoods_ic.7b9794c3.png,Kyle Harrison,M,10,3,3,0,0,31,10%,20,5,1,4,0-0,-,-,-,18,75,REDWOODS
76,/static/media/redwoods_ic.7b9794c3.png,JoJo Marasco,M,3,3,1,0,2,3,33%,2,0,0,2,0-0,-,-,-,22,76,REDWOODS
77,/static/media/chrome_ic.0f37d38c.png,Joel White,LSM,9,3,1,0,2,8,13%,3,8,7,46,0-0,-,-,-,11,77,CHROME
78,/static/media/archers_ic.d2d97f6c.png,Ian MacKay,M,4,3,2,0,1,11,18%,7,3,0,1,0-0,-,-,-,94,78,ARCHERS
79,/static/media/redwoods_ic.7b9794c3.png,Brian Karalunas,LSM,10,3,1,0,2,4,25%,1,0,6,14,5-14,36%,-,-,25,79,REDWOODS
80,/static/media/chrome_ic.0f37d38c.png,Michael Manley,D,8,3,0,1,1,1,100%,1,2,8,15,0-0,-,-,-,5,80,CHROME
81,/static/media/atlas_ic.3a51a780.png,Jake Richard,M,10,3,1,0,2,3,33%,2,3,4,16,0-0,-,-,-,27,81,ATLAS
82,/static/media/chaos_ic.a2debffb.png,Thomas Kelly,FO,10,2,2,0,0,7,29%,5,13,2,70,131-252,52%,-,-,24,82,CHAOS
83,/static/media/atlas_ic.3a51a780.png,Steven DeNapoli,M,7,2,0,0,2,1,-,0,1,1,6,0-0,-,-,-,7,83,ATLAS
84,/static/media/archers_ic.d2d97f6c.png,Mike Simon,LSM,7,2,0,1,0,6,17%,3,0,3,5,0-2,-,-,-,66,84,ARCHERS
85,/static/media/chaos_ic.a2debffb.png,Jack Rowlett,D,10,2,0,0,2,3,-,2,4,8,11,2-7,29%,-,-,99,85,CHAOS
86,/static/media/redwoods_ic.7b9794c3.png,Eddy Glazener,D,9,2,1,0,1,4,25%,3,4,5,9,0-0,-,-,-,41,86,REDWOODS
87,/static/media/chrome_ic.0f37d38c.png,Drew Simoneau,FO,6,2,1,0,1,2,50%,1,1,0,13,28-64,44%,-,-,17,87,CHROME
88,/static/media/chrome_ic.0f37d38c.png,Connor Farrell,FO,10,2,1,0,1,7,14%,3,7,2,70,114-209,55%,-,-,25,88,CHROME
89,/static/media/archers_ic.d2d97f6c.png,Austin Sims,M,4,2,2,0,0,12,17%,6,2,0,1,0-0,-,-,-,18,89,ARCHERS
90,/static/media/archers_ic.d2d97f6c.png,Tyler Pfister,M,8,2,0,0,2,6,-,3,2,1,4,0-0,-,-,-,5,90,ARCHERS
91,/static/media/whipsnakes_ic.960b263c.png,Tyler Warner,M,10,1,1,0,0,4,25%,1,0,5,18,0-0,-,-,-,13,91,WHIPSNAKES
92,/static/media/whipsnakes_ic.960b263c.png,Tim Muller,D,10,1,1,0,0,1,100%,1,1,6,19,0-0,-,-,-,36,92,WHIPSNAKES
93,/static/media/chrome_ic.0f37d38c.png,Mike O'Neil,M,7,1,1,0,0,4,25%,3,2,4,11,0-1,-,-,-,37,93,CHROME
94,/static/media/redwoods_ic.7b9794c3.png,Larken Kemp,LSM,6,1,1,0,0,1,100%,1,0,3,8,0-1,-,-,-,42,94,REDWOODS
95,/static/media/redwoods_ic.7b9794c3.png,Kylor Bellistri,A,2,1,0,0,1,4,-,3,1,0,3,0-0,-,-,-,88,95,REDWOODS
96,/static/media/chaos_ic.a2debffb.png,Patrick Resch,M,8,1,1,0,0,3,33%,2,0,1,6,0-0,-,-,-,34,96,CHAOS
97,/static/media/redwoods_ic.7b9794c3.png,John Sexton,LSM,10,1,1,0,0,8,13%,2,4,10,18,5-15,33%,-,-,46,97,REDWOODS
98,/static/media/chrome_ic.0f37d38c.png,John Moderski,D,6,1,1,0,0,1,100%,1,2,5,12,0-0,-,-,-,24,98,CHROME
99,/static/media/atlas_ic.3a51a780.png,James Pannell,A,2,1,1,0,0,4,25%,3,0,0,0,0-0,-,-,-,32,99,ATLAS
100,/static/media/chaos_ic.a2debffb.png,Greyson Torain,M,5,1,0,0,1,2,-,0,3,0,2,0-0,-,-,-,6,100,CHAOS
101,/static/media/redwoods_ic.7b9794c3.png,Greg Gurenlian,FO,8,1,1,0,0,10,10%,4,6,0,32,86-172,50%,-,-,32,101,REDWOODS
102,/static/media/archers_ic.d2d97f6c.png,Dominique Alexander,M,10,1,0,0,1,3,-,1,2,5,15,0-0,-,-,-,23,102,ARCHERS
103,/static/media/atlas_ic.3a51a780.png,Andrew Hodgson,M,1,1,1,0,0,3,33%,2,2,2,4,0-0,-,-,-,11,103,ATLAS
104,/static/media/redwoods_ic.7b9794c3.png,Garrett Epple,D,10,1,1,0,0,5,20%,3,5,23,40,0-0,-,-,-,30,104,REDWOODS
105,/static/media/chrome_ic.0f37d38c.png,John Prendergast,M,5,1,0,0,1,2,-,0,1,1,3,0-0,-,-,-,2,105,CHROME
106,/static/media/whipsnakes_ic.960b263c.png,Isaac Paparo,LSM,6,1,1,0,0,1,100%,1,2,3,5,2-10,20%,-,-,43,106,WHIPSNAKES
107,/static/media/chrome_ic.0f37d38c.png,Luke Duprey,D,2,0,0,0,0,1,-,1,0,1,2,0-0,-,-,-,9,107,CHROME
108,/static/media/chrome_ic.0f37d38c.png,Joe Fletcher,D,5,0,0,0,0,0,-,0,1,6,9,0-0,-,-,-,36,108,CHROME
109,/static/media/whipsnakes_ic.960b263c.png,Jeff Reynolds,M,1,0,0,0,0,0,-,0,0,0,1,0-0,-,-,-,97,109,WHIPSNAKES
110,/static/media/atlas_ic.3a51a780.png,Austin Pifani,D,10,0,0,0,0,2,-,1,2,3,11,0-0,-,-,-,17,110,ATLAS
111,/static/media/whipsnakes_ic.960b263c.png,Tim Rotanz,M,4,0,0,0,0,2,-,1,0,0,2,0-0,-,-,-,20,111,WHIPSNAKES
112,/static/media/atlas_ic.3a51a780.png,Tucker Durkin,D,10,0,0,0,0,0,-,0,1,2,18,0-0,-,-,-,51,112,ATLAS
113,/static/media/archers_ic.d2d97f6c.png,Steven Waldeck,D,1,0,0,0,0,0,-,0,0,0,0,0-0,-,-,-,24,113,ARCHERS
114,/static/media/atlas_ic.3a51a780.png,Steven Brooks,M,1,0,0,0,0,0,-,0,0,0,0,0-0,-,-,-,44,114,ATLAS
115,/static/media/chrome_ic.0f37d38c.png,Ryan Flanagan,D,6,0,0,0,0,1,-,0,3,4,15,0-0,-,-,-,42,115,CHROME
116,/static/media/atlas_ic.3a51a780.png,Ryan Conrad,M,4,0,0,0,0,3,-,0,4,2,8,0-0,-,-,-,22,116,ATLAS
117,/static/media/atlas_ic.3a51a780.png,Pat Young,M,1,0,0,0,0,1,-,0,0,0,0,0-0,-,-,-,2,117,ATLAS
118,/static/media/redwoods_ic.7b9794c3.png,Nick Ossello,M,3,0,0,0,0,3,-,0,1,1,6,2-12,17%,-,-,13,118,REDWOODS
119,/static/media/archers_ic.d2d97f6c.png,Nicholas Tintle,M,3,0,0,0,0,0,-,0,0,0,1,0-0,-,-,-,88,119,ARCHERS
120,/static/media/archers_ic.d2d97f6c.png,Michael Noone,LSM,1,0,0,0,0,0,-,0,0,1,2,0-0,-,-,-,12,120,ARCHERS
121,/static/media/whipsnakes_ic.960b263c.png,Matthew Dunn,D,10,0,0,0,0,1,-,1,6,3,15,0-0,-,-,-,33,121,WHIPSNAKES
122,/static/media/archers_ic.d2d97f6c.png,Mark McNeill,M,9,0,0,0,0,2,-,2,3,3,18,0-0,-,-,-,21,122,ARCHERS
123,/static/media/whipsnakes_ic.960b263c.png,Joseph McCallion,M,2,0,0,0,0,0,-,0,1,0,0,0-0,-,-,-,3,123,WHIPSNAKES
124,/static/media/chaos_ic.a2debffb.png,Johnny Surdick,D,6,0,0,0,0,0,-,0,1,4,1,0-0,-,-,-,18,124,CHAOS
125,/static/media/redwoods_ic.7b9794c3.png,Jerry Ragonese,FO,1,0,0,0,0,0,-,0,0,1,0,6-20,30%,-,-,37,125,REDWOODS
126,/static/media/whipsnakes_ic.960b263c.png,James Barclay,D,4,0,0,0,0,0,-,0,0,1,1,0-0,-,-,-,45,126,WHIPSNAKES
127,/static/media/chaos_ic.a2debffb.png,Jacob Stover,G,0,0,0,0,0,0,-,0,0,0,0,0-0,-,-,-,83,127,CHAOS
128,/static/media/archers_ic.d2d97f6c.png,Jackson Place,D,10,0,0,0,0,0,-,0,1,12,22,0-0,-,-,-,17,128,ARCHERS
129,/static/media/redwoods_ic.7b9794c3.png,Jack Near,M,8,0,0,0,0,10,-,5,1,1,7,0-0,-,-,-,2,129,REDWOODS
130,/static/media/redwoods_ic.7b9794c3.png,Jack Kelly,G,0,0,0,0,0,0,-,0,0,0,0,0-0,-,-,-,0,130,REDWOODS
131,/static/media/whipsnakes_ic.960b263c.png,Dylan Maltz,A,3,0,0,0,0,7,-,5,0,0,1,0-0,-,-,-,10,131,WHIPSNAKES
132,/static/media/archers_ic.d2d97f6c.png,Davey Emala,A,1,0,0,0,0,0,-,0,0,0,0,0-0,-,-,-,0,132,ARCHERS
133,/static/media/archers_ic.d2d97f6c.png,Curtis Corley,D,6,0,0,0,0,0,-,0,2,1,6,0-0,-,-,-,42,133,ARCHERS
134,/static/media/chrome_ic.0f37d38c.png,Chris Bocklet,A,2,0,0,0,0,1,-,1,0,1,1,0-0,-,-,-,10,134,CHROME
135,/static/media/atlas_ic.3a51a780.png,Callum Robinson,D,10,0,0,0,0,0,-,0,4,2,10,0-0,-,-,-,10,135,ATLAS
136,/static/media/atlas_ic.3a51a780.png,Brent Hiken,FO,0,0,0,0,0,0,-,0,0,0,0,0-0,-,-,-,30,136,ATLAS
137,/static/media/archers_ic.d2d97f6c.png,Brendan Fowler,FO,5,0,0,0,0,3,-,2,1,0,9,18-41,44%,-,-,7,137,ARCHERS
138,/static/media/chrome_ic.0f37d38c.png,Brandon Mullins,D,4,0,0,0,0,0,-,0,3,3,5,0-0,-,-,-,7,138,CHROME
139,/static/media/whipsnakes_ic.960b263c.png,Brad Smith,A,0,0,0,0,0,0,-,0,0,0,0,0-0,-,-,-,0,139,WHIPSNAKES
140,/static/media/chaos_ic.a2debffb.png,Brad Self,M,0,0,0,0,0,0,-,0,0,0,0,0-0,-,-,-,98,140,CHAOS
141,/static/media/chrome_ic.0f37d38c.png,BJ Grill,D,2,0,0,0,0,0,-,0,0,0,3,0-0,-,-,-,8,141,CHROME
142,/static/media/chaos_ic.a2debffb.png,Dan Coates,D,1,0,0,0,0,0,-,0,0,0,1,0-0,-,-,-,71,142,CHAOS
143,/static/media/chaos_ic.a2debffb.png,Charlie Cipriano,G,1,0,0,0,0,0,-,0,0,0,0,0-0,-,3,60%,25,143,CHAOS
144,/static/media/chrome_ic.0f37d38c.png,Alec Tulett,D,4,0,0,0,0,1,-,1,4,2,8,0-0,-,-,-,3,144,CHROME
145,/static/media/redwoods_ic.7b9794c3.png,Matthew Landis,D,7,0,0,0,0,0,-,0,1,3,13,0-0,-,-,-,43,145,REDWOODS
146,/static/media/redwoods_ic.7b9794c3.png,Tim Troutner,G,10,0,0,0,0,0,-,0,0,0,0,0-0,-,116,53%,0,146,REDWOODS
147,/static/media/chaos_ic.a2debffb.png,Blaze Riorden,G,10,0,0,0,0,0,-,0,0,0,0,0-0,-,153,55%,0,147,CHAOS
148,/static/media/archers_ic.d2d97f6c.png,Adam Ghitelman,G,9,0,0,0,0,0,-,0,0,0,0,0-0,-,79,51%,8,148,ARCHERS
149,/static/media/redwoods_ic.7b9794c3.png,Tyler Dunn,M,5,0,0,0,0,2,-,0,0,1,5,2-15,13%,-,-,23,149,REDWOODS
150,/static/media/atlas_ic.3a51a780.png,Scott Rodgers,G,2,0,0,0,0,0,-,0,0,0,0,0-0,-,2,50%,42,150,ATLAS
151,/static/media/archers_ic.d2d97f6c.png,Matt McMahon,D,10,0,0,0,0,3,-,0,3,10,23,0-0,-,-,-,11,151,ARCHERS
152,/static/media/chrome_ic.0f37d38c.png,John Galloway,G,10,0,0,0,0,0,-,0,0,0,0,0-0,-,92,48%,15,152,CHROME
153,/static/media/chaos_ic.a2debffb.png,Jeremy Thompson,M,4,0,0,0,0,5,-,4,0,0,4,0-3,-,-,-,74,153,CHAOS
154,/static/media/atlas_ic.3a51a780.png,Jack Concannon,G,10,0,0,0,0,0,-,0,0,0,0,0-0,-,138,53%,12,154,ATLAS
155,/static/media/archers_ic.d2d97f6c.png,Goran Murray,D,3,0,0,0,0,0,-,0,0,1,2,0-0,-,-,-,95,155,ARCHERS
156,/static/media/archers_ic.d2d97f6c.png,Evan Connell,D,3,0,0,0,0,0,-,0,0,0,2,0-0,-,-,-,99,156,ARCHERS
157,/static/media/archers_ic.d2d97f6c.png,Drew Adams,G,6,0,0,0,0,0,-,0,0,0,0,0-0,-,47,64%,14,157,ARCHERS
158,/static/media/chaos_ic.a2debffb.png,Brodie Merrill,D,10,0,0,0,0,1,-,1,6,6,36,0-0,-,-,-,17,158,CHAOS
159,/static/media/whipsnakes_ic.960b263c.png,Brett Schmidt,D,5,0,0,0,0,0,-,0,1,2,2,0-0,-,-,-,44,159,WHIPSNAKES
160,/static/media/chrome_ic.0f37d38c.png,Brett Queener,G,3,0,0,0,0,0,-,0,0,0,0,0-0,-,35,56%,23,160,CHROME
161,/static/media/whipsnakes_ic.960b263c.png,Kyle Bernlohr,G,10,0,0,0,0,0,-,0,0,0,0,0-0,-,131,55%,35,161,WHIPSNAKES
162,/static/media/redwoods_ic.7b9794c3.png,Gunnar Waldt,G,1,0,0,0,0,0,-,0,0,0,0,0-0,-,1,17%,14,162,REDWOODS
163,/static/media/whipsnakes_ic.960b263c.png,Dan Morris,G,1,0,0,0,0,0,-,0,0,0,0,0-0,-,2,50%,8,163,WHIPSNAKES
164,/static/media/chrome_ic.0f37d38c.png,Chris Sabia,D,8,0,0,0,0,1,-,1,2,5,11,0-0,-,2,100%,16,164,CHROME
